,Nr,Vatom,cAlGa,cAlIn,cAlO,cGaAl,cGaIn,cGaO,cInAl,cInGa,cInO,distAlGa,distAlIn,distAlO,distGaAl,distGaIn,distGaO,distInAl,distInGa,elInt,qAl,qGa,qIn,qO,xEq
662,663.0,10.80353911839889,3.833333333333335,0.1666666666666667,1.833333333333334,0.9200000000000003,0.08000000000000003,1.1600000000000004,1.0000000000000004,2.000000000000001,6.000000000000001,3.475,3.075,1.875,3.475,3.125,1.875,3.075,3.125,-41.21422094428315,0.3464696032240178,0.346499646705621,0.39326294004251716,-0.2319702443130658,4.913761641863794
663,664.0,10.906783267314417,0.0,1.7777777777777783,3.9444444444444455,0.0,0.0,0.0,2.285714285714287,0.0,4.785714285714287,0.025,3.625,2.025,0.025,0.025,0.025,3.625,0.025,-38.81414592747261,0.32767556981397855,,0.3810872529323737,-0.23402878745218456,4.826159713505559
664,665.0,10.042098908735616,1.1000000000000003,0.4,3.250000000000001,2.4444444444444446,0.33333333333333337,2.333333333333334,2.666666666666667,1.0,1.666666666666667,3.325,3.325,1.875,3.325,2.975,1.875,3.325,2.975,-41.05413940683268,0.34610537023843346,0.34100954523160976,0.3899511921340834,-0.23252181017198761,4.886698115184141
665,666.0,12.011863052270865,0.0,0.0,0.0,0.0,2.4444444444444446,3.333333333333333,0.0,3.1428571428571437,2.785714285714286,0.025,0.025,0.025,0.025,3.625,2.025,0.025,3.625,-36.531185582826645,,0.3435572686751459,0.35715783757735997,-0.23300501171324314,4.862069201957153
666,667.0,10.109767502792597,1.7500000000000004,0.0,3.416666666666667,1.0500000000000003,0.0,3.35,0.0,0.0,0.0,3.125,0.025,2.075,3.125,0.025,2.075,0.025,0.025,-38.04524046342176,0.34913473498425723,0.34260524900211814,,-0.23003587083028,4.908123113479086
667,668.0,10.089509291485316,0.0,1.0416666666666667,4.416666666666666,0.0,0.0,0.0,3.1250000000000004,0.0,4.0,0.025,3.075,1.975,0.025,0.025,0.025,3.075,0.025,-38.967957855213285,0.3403863398638893,,0.37451963086157086,-0.23261310840887314,4.841022914618796
668,669.0,9.88124360057066,3.083333333333334,0.0,5.500000000000001,1.85,0.0,3.6000000000000005,0.0,0.0,0.0,3.075,0.025,1.975,3.075,0.025,2.025,0.025,0.025,-38.398300208203686,0.3584082802041719,0.33696174985627664,,-0.23000279915782498,4.873923154128794
669,670.0,9.83930292997995,2.846153846153847,0.0,4.307692307692308,1.9473684210526319,0.0,4.315789473684211,0.0,0.0,0.0,3.075,0.025,1.975,3.075,0.025,1.975,0.025,0.025,-38.43522869306116,0.3436607239181018,0.34600942421426845,,-0.2300368431459672,4.8733738451630275
670,671.0,9.599436169808524,0.4,0.0,2.9333333333333336,6.000000000000001,0.0,4.000000000000001,0.0,0.0,0.0,3.2750000000000004,0.025,1.975,3.2750000000000004,0.025,1.8250000000000002,0.025,0.025,-35.169059010075486,0.34282801412790026,0.3519783522984981,,-0.22893327350904194,4.913477824824805
671,672.0,12.594510057275908,0.0,0.0,0.0,0.0,3.923076923076923,1.5384615384615385,0.0,2.68421052631579,3.1052631578947376,0.025,0.025,0.025,0.025,3.825,1.925,0.025,3.825,-41.120017351083504,,0.3302005387573056,0.37186267399961725,-0.23662495437161865,4.855613990776052
672,673.0,10.002157837038945,0.4285714285714286,0.28571428571428575,3.5714285714285716,1.5,0.5,3.5,0.6666666666666666,0.33333333333333326,2.666666666666667,2.975,2.7750000000000004,2.075,2.975,3.4250000000000003,2.075,2.7750000000000004,3.4250000000000003,-35.28339967459147,0.34004348133653156,0.33923562186095224,0.3674115468336164,-0.23116723630991526,4.8989690308148095
673,674.0,13.42466607451039,0.33333333333333337,4.333333333333335,3.0,1.0000000000000002,1.0,2.0,0.4642857142857145,0.035714285714285726,2.9285714285714293,3.625,3.6750000000000003,2.225,3.625,3.375,1.975,3.6750000000000003,3.375,-38.93498508125972,0.32303225950880904,0.33243953015994504,0.361448040709623,-0.23796003017824627,4.808583748113379
674,675.0,11.384416971426695,2.0,0.7777777777777777,3.666666666666667,1.6363636363636365,2.454545454545455,2.2727272727272725,0.5833333333333333,2.25,3.083333333333333,3.575,3.2750000000000004,2.1750000000000003,3.575,3.575,1.975,3.2750000000000004,3.575,-37.489456993658905,0.34541925240864785,0.33517993834953974,0.3656676244569117,-0.232995085145952,4.868160908173542
675,676.0,10.145530080632017,0.8000000000000003,0.0,0.8000000000000003,1.3333333333333337,0.0,1.3333333333333337,0.0,0.0,0.0,3.225,0.025,1.8250000000000002,3.225,0.025,1.8250000000000002,0.025,0.025,-38.11748267566661,0.3464365871953671,0.344656151899581,,-0.23051261597296482,4.9139431969902
676,677.0,9.780729393156609,0.0,0.4615384615384617,2.7692307692307696,0.0,0.0,0.0,2.0,0.0,2.666666666666667,0.025,3.325,1.975,0.025,0.025,0.025,3.325,0.025,-34.45529294292467,0.3398643353642017,,0.36840812944493434,-0.23014419783622606,4.903370976105107
677,678.0,9.406980812208268,2.500000000000001,0.0,4.000000000000001,2.500000000000001,0.0,2.666666666666667,0.0,0.0,0.0,3.625,0.025,2.025,3.625,0.025,2.025,0.025,0.025,-35.51990376941536,0.3496023873624438,0.33754342808961724,,-0.2290486051506869,4.927488149901776
678,679.0,9.207343433174827,0.5000000000000001,0.10000000000000003,3.5,5.000000000000003,1.0000000000000007,3.000000000000001,1.0000000000000004,1.0000000000000007,1.0000000000000004,3.575,2.725,2.025,3.575,6.675000000000001,2.025,2.725,6.675000000000001,-36.00435113359666,0.3452100193080042,0.33079995890156383,0.3603930735851424,-0.23018295697593041,4.914648733849244
679,680.0,9.871386749287833,1.0500000000000003,0.05000000000000001,2.9500000000000006,1.9090909090909096,0.27272727272727276,1.2727272727272727,1.0000000000000002,3.0000000000000013,3.000000000000001,3.125,3.125,2.075,3.125,3.475,1.7750000000000001,3.125,3.475,-38.50593501259804,0.34099424494949593,0.35270128700770137,0.37114940867509516,-0.2306405930156191,4.902267465825349
680,681.0,10.473919410365594,0.4000000000000001,1.8000000000000007,3.6000000000000014,0.666666666666667,1.3333333333333337,3.666666666666668,2.2500000000000004,1.0000000000000002,2.7500000000000004,2.825,3.725,2.125,2.825,3.725,2.125,3.725,3.725,-34.8673098055887,0.3392790658113395,0.33528403949050495,0.36668095861164485,-0.23160951566526633,4.890027056677862
681,682.0,10.526911927001889,1.0000000000000004,0.0,3.0000000000000013,0.33333333333333337,0.0,2.666666666666667,0.0,0.0,0.0,2.9250000000000003,0.025,2.025,2.9250000000000003,0.025,2.025,0.025,0.025,-32.84895414610215,0.34358213287793316,0.34044955294502427,,-0.22748846528550085,4.931167977450852
682,683.0,12.118670770996662,1.5000000000000002,2.5000000000000004,1.0000000000000002,0.21428571428571436,2.9285714285714293,3.2857142857142865,0.31250000000000006,2.562500000000001,3.5000000000000013,3.375,3.625,1.925,3.375,3.625,2.225,3.625,3.625,-37.319224848993294,0.34676338620713065,0.32925295895612744,0.37010263347160866,-0.23384813194470358,4.857001940084381
683,684.0,11.400702239792619,1.0000000000000002,2.6153846153846163,3.6153846153846168,2.600000000000001,1.2000000000000002,2.8000000000000007,2.4285714285714293,0.4285714285714287,2.0000000000000004,3.575,3.575,2.1750000000000003,3.575,3.2750000000000004,1.975,3.575,3.2750000000000004,-37.906839285121684,0.3352634605157419,0.3373602026497384,0.36965813859563734,-0.23375916542275543,4.859001424492367
684,685.0,10.472226072886869,2.6666666666666674,0.0,2.0000000000000004,1.6000000000000003,0.0,1.6000000000000003,0.0,0.0,0.0,3.4250000000000003,0.025,1.925,3.4250000000000003,0.025,1.8250000000000002,0.025,0.025,-37.59778064085085,0.349639432966886,0.3425631108104687,,-0.23014448774608365,4.916308085298488
685,686.0,12.68221168778358,0.0,0.0,0.0,0.0,0.6666666666666669,1.6666666666666667,0.0,0.4,1.8000000000000005,0.025,0.025,0.025,0.025,3.375,2.025,0.025,3.375,-36.956181453913445,,0.33226259083564297,0.36472872351810337,-0.23503594917478696,4.851800318228833
686,687.0,11.625338266583846,0.40000000000000013,0.6000000000000003,2.8000000000000007,0.44444444444444475,0.8888888888888895,2.7777777777777786,0.4615384615384617,0.6153846153846156,3.0000000000000004,3.1750000000000003,3.1750000000000003,1.875,3.1750000000000003,3.1750000000000003,2.025,3.1750000000000003,3.1750000000000003,-41.63357236083909,0.33941846783780594,0.3367416445051722,0.3750726948501083,-0.23543342733283365,4.871580618454811
687,688.0,11.453682515640946,0.5000000000000002,1.9166666666666674,2.6666666666666674,0.7500000000000002,0.7500000000000002,2.5000000000000004,1.9166666666666674,0.5000000000000002,3.333333333333334,3.125,3.325,1.875,3.125,3.1750000000000003,1.925,3.325,3.1750000000000003,-41.91412038318911,0.33875901931374286,0.3346243493585638,0.379362625410345,-0.23530113607411585,4.876092803615522
688,689.0,12.145631741398347,0.1,1.9999999999999998,1.0999999999999999,0.5000000000000001,2.0000000000000004,3.0,0.9999999999999999,0.2,3.4000000000000004,3.375,3.375,1.925,3.375,3.375,2.025,3.375,3.375,-37.66764217044193,0.33146930116457873,0.33025418273324514,0.36573103938660767,-0.2352046284342588,4.840224337540785
689,690.0,9.814060929528491,1.7142857142857146,0.04761904761904762,3.7142857142857153,3.6000000000000005,0.10000000000000005,3.4000000000000012,1.0000000000000002,1.0000000000000002,2.0000000000000004,3.325,3.325,1.875,3.325,3.0250000000000004,1.875,3.325,3.0250000000000004,-41.09669808228148,0.3489259547932622,0.34362259126716116,0.373638025083495,-0.23202727059195039,4.892379963009619
690,691.0,9.680825766069443,1.7727272727272734,0.0,3.6818181818181834,3.9000000000000012,0.0,3.5000000000000018,0.0,0.0,0.0,3.1750000000000003,0.025,1.875,3.1750000000000003,0.025,1.975,0.025,0.025,-41.24209933224832,0.34960360511392874,0.343686830576337,,-0.23183640871395386,4.89573013485134
691,692.0,10.29896444531222,1.1176470588235297,0.7058823529411767,4.294117647058824,2.375000000000001,0.7500000000000003,4.375000000000002,1.7142857142857149,0.8571428571428574,4.285714285714286,3.075,3.075,2.025,3.075,3.075,2.025,3.075,3.075,-38.73252633483786,0.3389078589353327,0.33409183020299754,0.3867573099335661,-0.2321139461054085,4.846911956292124
692,693.0,10.058417687943694,0.07692307692307696,0.07692307692307694,1.8461538461538471,1.0000000000000004,1.0000000000000004,2.000000000000001,0.5000000000000002,0.5000000000000002,1.5000000000000007,2.825,3.0250000000000004,1.925,2.825,4.825,1.925,3.0250000000000004,4.825,-32.94878139874403,0.339472053508965,0.3452334297309407,0.36752342332669463,-0.22889237383336955,4.914639219760494
693,694.0,8.877976341624313,0.09090909090909091,0.0,3.4545454545454546,1.0000000000000002,0.0,1.0000000000000002,0.0,0.0,0.0,2.6750000000000003,0.025,2.025,2.6750000000000003,0.025,1.875,0.025,0.025,-36.431812873892675,0.3461316017451186,0.32677572043413816,,-0.22967907442391342,4.923500341627745
694,695.0,13.191455141166605,0.5000000000000002,4.0,4.000000000000001,1.0000000000000004,2.0,1.0000000000000002,0.27586206896551724,0.06896551724137931,4.379310344827586,5.075,3.375,2.225,5.075,3.375,2.125,3.375,3.375,-36.89909469503785,0.3213884988563205,0.31820333034841486,0.3590404526952877,-0.23694069700467502,4.7805942400733885
695,696.0,12.127681166394302,0.0,1.6666666666666667,1.0000000000000002,0.0,0.0,0.0,1.0000000000000004,0.0,2.400000000000001,0.025,3.325,1.925,0.025,0.025,0.025,3.325,0.025,-37.88155985670977,0.3293054514744405,,0.3678849002883805,-0.2356117379887687,4.84803106039699
696,697.0,11.11640676021023,0.0,0.0,0.0,0.0,0.9629629629629634,2.2222222222222228,0.0,5.200000000000001,3.000000000000001,0.025,0.025,0.025,0.025,3.575,1.975,0.025,3.575,-37.037615371538806,,0.34226935839036254,0.36710234278930387,-0.23076634146846456,4.8945282171596425
697,698.0,11.902993218326788,0.0,3.615384615384616,1.5384615384615385,0.0,0.0,0.0,2.4736842105263164,0.0,3.1578947368421058,0.025,3.625,1.925,0.025,0.025,0.025,3.625,0.025,-37.66074907844978,0.33636819783199506,,0.363569108811421,-0.23501249248401931,4.842864669196134
698,699.0,9.731519923759116,1.4347826086956526,0.04347826086956523,3.608695652173913,4.125000000000001,0.12500000000000003,3.8750000000000004,1.0000000000000004,1.0000000000000002,2.0,3.325,3.1750000000000003,1.875,3.325,3.125,1.975,3.1750000000000003,3.125,-41.250518861540336,0.3473288587790801,0.3468178828283478,0.37924573825306457,-0.23213234484997303,4.890905997308479
699,700.0,13.1405957792629,0.0,4.333333333333334,6.0,0.0,0.0,0.0,0.4482758620689656,0.0,4.137931034482761,0.025,3.375,2.1750000000000003,0.025,0.025,0.025,3.375,0.025,-36.69276330003086,0.3474153268962761,,0.3561637141692279,-0.23689570190825893,4.779151398663645
700,701.0,13.692044374670113,1.0000000000000002,3.000000000000001,5.0,0.33333333333333337,2.3333333333333335,3.3333333333333335,0.25000000000000006,0.5833333333333334,3.5,3.725,3.1750000000000003,2.225,3.725,3.725,2.225,3.1750000000000003,3.725,-36.46057716315258,0.33267636652496274,0.3327661659290904,0.3606647216967163,-0.23578964686136783,4.862860778220423
701,702.0,9.385763316987305,1.0,0.0,4.583333333333334,3.0000000000000004,0.0,3.500000000000001,0.0,0.0,0.0,3.0250000000000004,0.025,1.925,3.0250000000000004,0.025,1.975,0.025,0.025,-39.28284423740002,0.34988792870616586,0.33385754768276765,,-0.23058688896687773,4.869498560605618
702,703.0,13.147806531041578,0.5000000000000001,1.5000000000000002,1.0000000000000002,1.0000000000000002,2.0000000000000004,4.000000000000001,0.2307692307692308,0.15384615384615385,3.3076923076923084,4.575,3.475,2.025,4.575,3.225,2.225,3.475,3.225,-37.18345399644856,0.3199784056096602,0.32904223469233906,0.36242857087664887,-0.23669043613783716,4.8237985891975566
703,704.0,13.805851708374263,0.0,0.0,0.0,0.0,1.5000000000000007,4.000000000000002,0.0,0.5000000000000002,1.7500000000000004,0.025,0.025,0.025,0.025,3.1750000000000003,2.275,0.025,3.1750000000000003,-31.918369351727307,,0.32672238051434,0.35799019458582776,-0.23344882737863726,4.84106057717268
704,705.0,10.10391512228967,0.47826086956521746,1.1304347826086958,2.695652173913044,2.7499999999999996,1.25,3.2499999999999996,5.200000000000001,1.0,3.800000000000001,3.325,3.325,1.875,3.325,3.375,1.875,3.325,3.375,-41.14451093341204,0.34277923819736095,0.3511968961994114,0.38043097008791943,-0.2331430190370112,4.8814739350684455
705,706.0,12.846120162790507,0.0,0.0,0.0,0.0,3.9000000000000004,3.8000000000000007,0.0,1.7727272727272736,3.181818181818183,0.025,0.025,0.025,0.025,3.725,2.025,0.025,3.725,-36.73729777655562,,0.3364192649490211,0.3602772093655143,-0.23521440115690684,4.835416746556748
706,707.0,10.332197473665284,1.7500000000000002,0.916666666666667,5.166666666666667,1.4000000000000001,0.46666666666666673,4.000000000000001,2.2000000000000006,1.4000000000000004,3.2000000000000006,3.125,3.125,2.025,3.125,3.125,2.025,3.125,3.125,-37.87808669317279,0.3510456862235669,0.34112892167013315,0.35312388595601973,-0.2311479476982269,4.8558444122630515
707,708.0,12.03584716414395,0.0,0.0,0.0,0.0,2.8000000000000007,5.066666666666668,0.0,2.470588235294118,3.6470588235294135,0.025,0.025,0.025,0.025,3.2750000000000004,2.125,0.025,3.2750000000000004,-36.61554089672902,,0.33961782328775125,0.36003763891128227,-0.233643900225168,4.817247590039016
708,709.0,12.272207805529277,1.0000000000000002,1.0000000000000002,3.000000000000001,0.10000000000000002,1.5000000000000004,3.800000000000001,0.20000000000000007,3.000000000000001,3.200000000000001,3.0250000000000004,3.075,2.125,3.0250000000000004,3.5250000000000004,2.125,3.075,3.5250000000000004,-34.890360744486046,0.32824575122203137,0.3363805619620286,0.371587683381318,-0.2312495744895374,4.9115261719516585
709,710.0,12.247052517343075,0.0,0.0,0.0,0.0,3.125000000000001,2.500000000000001,0.0,3.125000000000001,2.625000000000001,0.025,0.025,0.025,0.025,3.575,1.925,0.025,3.575,-36.8471093299839,,0.33722527248642875,0.3643875355008482,-0.23387093599575914,4.856645456735488
710,711.0,12.926821368239919,0.33333333333333337,4.000000000000001,6.000000000000002,0.5,4.000000000000001,4.000000000000001,0.4444444444444445,0.29629629629629634,4.148148148148149,3.325,3.325,2.1750000000000003,3.325,3.375,2.1750000000000003,3.325,3.375,-36.82691142576076,0.3488018944536791,0.31210859272155267,0.3584245052638312,-0.23641842731099136,4.785486337169773
711,712.0,10.084588177016837,0.5909090909090912,0.9090909090909095,4.227272727272728,4.333333333333335,1.0000000000000002,6.000000000000002,2.8571428571428577,0.4285714285714286,3.8571428571428585,3.075,3.075,1.975,3.075,3.075,1.975,3.075,3.075,-38.726338575385086,0.34180160887771366,0.3493466075693377,0.3683392508889581,-0.232209374463342,4.845221472328405
712,713.0,11.097756906013128,1.1818181818181819,0.9090909090909092,2.181818181818182,1.1818181818181819,2.0909090909090913,3.5454545454545463,1.0,2.3000000000000003,3.1000000000000005,3.2750000000000004,3.2750000000000004,1.975,3.2750000000000004,3.575,2.125,3.2750000000000004,3.575,-37.759662941859276,0.34430567798834083,0.33399807631225736,0.3703589298762894,-0.2326027207514473,4.873175213632611
713,714.0,13.635143580657171,0.0,0.0,0.0,0.0,1.4000000000000004,3.600000000000001,0.0,0.6363636363636365,3.454545454545455,0.025,0.025,0.025,0.025,3.075,2.225,0.025,3.075,-34.322910719662005,,0.3260024538951446,0.36251201253382903,-0.2340685169728267,4.857088453947404
714,715.0,12.332887824534165,0.0,0.0,0.0,0.0,3.5625000000000004,1.4375000000000002,0.0,3.5625000000000004,3.2500000000000004,0.025,0.025,0.025,0.025,3.7750000000000004,1.925,0.025,3.7750000000000004,-41.142959740194286,,0.33190818240815323,0.37557836008055456,-0.2358288474962357,4.8649177210351615
715,716.0,13.482579890719654,0.0,0.0,0.0,0.0,3.3333333333333335,1.3333333333333333,0.0,0.3448275862068965,2.103448275862069,0.025,0.025,0.025,0.025,3.4250000000000003,1.975,0.025,3.4250000000000003,-41.14244088402488,,0.3218364559708509,0.36278072115272836,-0.2392947975279516,4.818998241863779
716,717.0,9.356432689160485,0.2333333333333334,0.0,2.9333333333333336,3.5000000000000018,0.0,2.000000000000001,0.0,0.0,0.0,3.125,0.025,1.8250000000000002,3.125,0.025,1.8250000000000002,0.025,0.025,-41.86419779627507,0.3485856122259364,0.3450621401945707,,-0.23224359681598403,4.893072509651091
717,718.0,11.6587066922974,0.5000000000000002,2.000000000000001,2.500000000000001,0.4000000000000001,1.6000000000000003,3.2000000000000006,1.1428571428571432,1.142857142857143,2.1428571428571432,3.125,3.5250000000000004,1.975,3.125,3.375,2.125,3.5250000000000004,3.375,-37.52719719809109,0.3364810752330673,0.3386759505186917,0.367256736021341,-0.2337542169031299,4.861800153863401
718,719.0,11.464901420603013,0.0,1.625,3.5625000000000004,0.0,0.0,0.0,1.625,0.0,3.1875000000000004,0.025,3.2750000000000004,2.1750000000000003,0.025,0.025,0.025,3.2750000000000004,0.025,-37.936062672215364,0.3378570951056153,,0.36522189278897427,-0.23435966263152974,4.850175976974394
719,720.0,9.64553976305289,0.2666666666666668,0.0,2.4666666666666677,4.0,0.0,3.9999999999999996,0.0,0.0,0.0,2.825,0.025,1.975,2.825,0.025,1.975,0.025,0.025,-32.30401504400512,0.34233076149961905,0.32528514070276976,,-0.22751027346654373,4.906496805416443
720,721.0,11.245929268387677,0.17647058823529413,2.294117647058824,3.588235294117647,3.0000000000000004,1.0000000000000002,1.0000000000000002,2.7857142857142865,0.07142857142857144,3.571428571428572,3.375,3.475,1.875,3.375,3.325,1.975,3.475,3.325,-40.312680851913996,0.33853135396573825,0.3247624835197126,0.37177265594880293,-0.23509609758792727,4.8511129045921475
721,722.0,11.180766360290587,0.11111111111111113,0.4444444444444445,2.666666666666667,0.5,0.5,2.5000000000000004,0.8,0.2,3.000000000000001,3.475,2.975,2.075,3.475,2.975,2.075,2.975,2.975,-33.066199482910925,0.3323901855074972,0.3439929991215357,0.3702619511985977,-0.23045030932514746,4.8949537083851915
722,723.0,10.417716070349602,3.8571428571428568,0.14285714285714288,3.4285714285714293,1.1250000000000002,0.08333333333333334,1.0,1.0000000000000004,2.000000000000001,3.0000000000000004,3.5250000000000004,3.5250000000000004,2.125,3.5250000000000004,3.1750000000000003,1.8250000000000002,3.5250000000000004,3.1750000000000003,-37.68046083797754,0.34264802214107826,0.34452545974833254,0.3760374024609787,-0.23006634565434414,4.90640789219852
723,724.0,10.857424643569543,0.0,2.833333333333334,2.833333333333334,0.0,0.0,0.0,2.833333333333334,0.0,3.8333333333333344,0.025,3.7750000000000004,2.125,0.025,0.025,0.025,3.7750000000000004,0.025,-35.158501613400816,0.3284675439215163,,0.37100471683743413,-0.23315742025298325,4.87364747506543
724,725.0,11.294185444358705,0.40000000000000013,0.5,4.1000000000000005,4.000000000000001,1.0,6.000000000000001,1.0,0.20000000000000007,2.8000000000000007,3.5250000000000004,2.975,2.075,3.5250000000000004,3.5250000000000004,3.5250000000000004,2.975,3.5250000000000004,-38.07508452440882,0.3413404196088124,0.3263274330702912,0.3707878131048516,-0.23306961227844444,4.901760897025837
725,726.0,9.956487029010674,4.0,0.0,5.0,0.36363636363636365,0.0,3.181818181818181,0.0,0.0,0.0,3.6750000000000003,0.025,2.075,3.6750000000000003,0.025,2.075,0.025,0.025,-34.63210129297399,0.3626222428623191,0.34082786114531477,,-0.2284293730811545,4.931266339022274
726,727.0,9.590149090718773,1.5789473684210533,0.0,4.578947368421054,2.307692307692308,0.0,3.9230769230769234,0.0,0.0,0.0,3.0250000000000004,0.025,1.975,3.0250000000000004,0.025,1.975,0.025,0.025,-38.903569627353555,0.35070760911797205,0.3379116661602492,,-0.23033950486093155,4.871208711535072
727,728.0,11.19246014188879,0.0,0.0,0.0,0.0,2.1333333333333337,3.9333333333333345,0.0,3.5555555555555562,3.4444444444444455,0.025,0.025,0.025,0.025,3.825,2.1750000000000003,0.025,3.825,-36.14782679640069,,0.337541384659296,0.36685519158355917,-0.23235604150393005,4.881008245194988
728,729.0,10.41223751877094,1.2222222222222223,1.2222222222222223,3.5555555555555562,2.7500000000000004,0.8750000000000002,1.8750000000000004,3.6666666666666665,1.1666666666666667,3.8333333333333335,3.375,3.225,1.875,3.375,3.375,1.875,3.225,3.375,-40.757142701110595,0.3429926292956426,0.3413826364968943,0.38113944182533127,-0.2331617722968481,4.878663633645378
729,730.0,10.133449521987412,0.4444444444444445,0.0,2.777777777777778,0.5714285714285715,0.0,2.714285714285715,0.0,0.0,0.0,2.825,0.025,2.025,2.825,0.025,2.025,0.025,0.025,-33.209491002607784,0.338647782438668,0.34564623579661297,,-0.2278064038551791,4.92931738447687
730,731.0,10.93100250718701,0.4705882352941178,1.8235294117647065,1.8235294117647065,2.0000000000000004,3.0000000000000004,4.500000000000001,2.818181818181819,1.0909090909090913,1.363636363636364,3.225,3.5250000000000004,1.975,3.225,3.5250000000000004,2.125,3.5250000000000004,3.5250000000000004,-38.377384907826176,0.3354973617800516,0.33562530422668985,0.37709415745198016,-0.23320816873207115,4.869735410542316
731,732.0,10.541922621682872,1.6000000000000003,0.9333333333333335,3.200000000000001,2.1818181818181825,1.272727272727273,4.181818181818183,2.3333333333333344,2.333333333333334,3.3333333333333344,3.375,3.375,1.875,3.375,3.375,1.925,3.375,3.375,-40.425990858112606,0.3411462064934759,0.3464298026704945,0.37580217405094557,-0.23297362439756775,4.876729497829043
732,733.0,11.29529491084165,1.5000000000000004,0.5000000000000001,2.0000000000000004,0.7500000000000002,0.25000000000000006,2.25,0.5000000000000001,0.5000000000000001,1.5000000000000004,3.325,3.575,1.875,3.325,3.1750000000000003,2.025,3.575,3.1750000000000003,-37.4402009913099,0.33851281896729035,0.3392664179199595,0.3759002273739138,-0.23215764703018718,4.889471162922327
733,734.0,10.703902093348894,0.0,0.2500000000000001,2.750000000000001,0.0,0.0,0.0,0.7500000000000002,0.0,2.0000000000000004,0.025,2.9250000000000003,2.025,0.025,0.025,0.025,2.9250000000000003,0.025,-31.50807092284322,0.33789071715195124,,0.3617941057282783,-0.2292443761973553,4.878472615632079
734,735.0,11.598060397869876,1.6666666666666674,1.0000000000000002,3.000000000000001,0.25000000000000006,0.55,2.9000000000000004,0.33333333333333337,1.2222222222222225,2.7777777777777786,3.125,3.325,2.025,3.125,3.125,2.025,3.325,3.125,-41.0145787962436,0.3458346803856276,0.34061772769813126,0.3757318111586237,-0.23398843532389857,4.886741013095968
735,736.0,12.011863052270865,0.0,0.0,0.0,0.0,2.7222222222222228,3.111111111111111,0.0,3.5000000000000004,3.2142857142857144,0.025,0.025,0.025,0.025,3.625,2.025,0.025,3.625,-36.89564755549039,,0.3368464579865074,0.36626566893053214,-0.23314490851634526,4.863323447179854
736,737.0,10.837637230482747,3.0000000000000004,0.0,3.500000000000001,0.4285714285714287,0.0,2.6428571428571437,0.0,0.0,0.0,3.625,0.025,2.125,3.625,0.025,2.125,0.025,0.025,-32.13143842889998,0.34775501528206765,0.33961100764340996,,-0.22708600573216167,4.933820572644878
737,738.0,10.791973192676132,0.4444444444444446,1.722222222222223,1.944444444444445,2.0000000000000004,2.250000000000001,3.000000000000001,3.1000000000000005,0.9000000000000002,1.3,3.5250000000000004,3.5250000000000004,1.975,3.5250000000000004,3.5250000000000004,2.125,3.5250000000000004,3.5250000000000004,-38.54053683527036,0.33663653417639233,0.3296944537077016,0.3806695578616544,-0.23301939601296687,4.871973617473194
738,739.0,11.611008306855405,0.0,0.5000000000000001,2.5000000000000004,0.0,0.0,0.0,0.5000000000000001,0.0,2.0000000000000004,0.025,3.1750000000000003,1.975,0.025,0.025,0.025,3.1750000000000003,0.025,-37.86552350298368,0.3368035106997404,,0.3671167296646055,-0.23464008012144874,4.859412671214098
739,740.0,10.679975501488707,4.142857142857144,0.0,3.1428571428571432,1.16,0.0,3.7600000000000007,0.0,0.0,0.0,3.475,0.025,1.8250000000000002,3.475,0.025,1.925,0.025,0.025,-41.238612404628526,0.3488066575064496,0.3472634187935712,,-0.23173400150800882,4.9161601669059065
740,741.0,10.734263145727182,0.8750000000000001,0.25000000000000006,3.1250000000000004,1.4000000000000001,1.0,2.6000000000000005,0.6666666666666669,1.6666666666666667,2.0000000000000004,3.4250000000000003,2.9250000000000003,2.025,3.4250000000000003,3.4250000000000003,2.025,2.9250000000000003,3.4250000000000003,-33.19790089130449,0.34526702116199315,0.3323709125936187,0.3608316849952497,-0.22943690780207415,4.905475860858568
741,742.0,10.638205061452163,5.0,0.0,4.75,1.6666666666666672,0.0,3.2500000000000013,0.0,0.0,0.0,3.475,0.025,1.925,3.475,0.025,1.8250000000000002,0.025,0.025,-41.31787244774375,0.35265312782650865,0.3460192932986906,,-0.23178516795376325,4.915966829364874
742,743.0,12.158609173673353,4.000000000000002,2.000000000000001,4.000000000000001,0.4000000000000002,0.9000000000000002,3.2000000000000006,0.4000000000000002,1.8000000000000005,4.200000000000001,3.575,3.575,1.975,3.575,3.075,2.125,3.575,3.075,-37.112822848528396,0.34550367974278745,0.3343186837324946,0.3773843015694067,-0.23231716770478195,4.909675044905944
743,744.0,9.087142674521793,1.0,0.0,3.000000000000001,3.000000000000001,0.0,4.333333333333334,0.0,0.0,0.0,3.575,0.025,2.025,3.575,0.025,2.025,0.025,0.025,-35.91623112853939,0.34206220388723124,0.3499770504017459,,-0.22936061034390695,4.92423367541327
744,745.0,11.43767813946842,0.9000000000000001,2.4000000000000012,2.3000000000000007,1.0000000000000002,1.2222222222222225,1.7777777777777781,1.8461538461538467,0.8461538461538463,3.5384615384615388,3.2750000000000004,3.575,1.975,3.2750000000000004,3.2750000000000004,1.975,3.575,3.2750000000000004,-37.63453803681313,0.33962622718298274,0.33608468996078655,0.3675958496828618,-0.23332855265321042,4.864729361784599
